,EcNumber,Enzyme_Synonyms
4243,2.7.11.32,"['2.7.11.32', 'ADP:protein phosphotransferase', 'ADP:[pyruvate, phosphate dikinase] phosphotransferase', 'AtRP1', 'AtRP2', 'bifunctional regulatory protein', 'PDRP', 'PPDK regulatory protein', 'PPDK regulatory protein 1', 'PPDK regulatory protein 2', 'pyruvate, orthophosphate dikinase regulatory protein', 'pyruvate, orthophosphate dikinase regulatory protein 1', 'pyruvate, orthophosphate dikinase regulatory protein 2', 'pyruvate,Pi dikinase regulatory protein', 'regulatory protein', 'regulatory protein-like, ADP-dependent protein kinase', '[pyruvate, phosphate dikinase] kinase']"
4244,2.7.11.33,"['2.7.11.33', 'ADP:[pyruvate, water dikinase] phosphotransferase', 'bifunctional ADP-dependent kinase - Pi-dependent pyrophosphorylase', 'DUF299', 'PEP synthetase regulatory protein', 'PEPS kinase', 'PSRP', '[pyruvate, water dikinase] kinase']"
4245,2.7.11.4,"['2.7.11.4', 'ATP:[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] phosphotransferase', 'BCK', 'BCKD kinase', 'BCKD-kinase', 'BCKDC kinase', 'BCKDH', 'BCKDH kinase', 'BCKDK', 'BCOAD', 'BDK', 'branched chain keto acid dehydrogenase kinase', 'branched chain ketoacid dehydrogenase kinase', 'branched-chain 2-oxo acid dehydrogenase kinase', 'branched-chain alpha-keto acid decarboxylase/dehydrogenase kinase', 'branched-chain alpha-keto acid dehydrogenase', 'branched-chain alpha-keto acid dehydrogenase kinase', 'branched-chain alpha-keto acid dehydrogenase kinase complex', 'branched-chain alpha-keto dehydrogenase kinase', 'branched-chain alpha-ketoacid dehydrogenase kinase', 'branched-chain keto acid dehydrogenase kinase', 'branched-chain oxoacid dehydrogenase complex', 'branched-chain oxoacid dehydrogenase kinase', 'kinase, branched-chain oxo acid dehydrogenase (phosphorylating)', 'More', '[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase']"
4246,2.7.11.5,"['2.7.11.5', 'AceK', 'ATP:[isocitrate dehydrogenase (NADP+)] phosphotransferase', 'bifunctional isocitrate dehydrogenase kinase/phosphatase', 'ICDH', 'ICDH kinase/phosphatase', 'IDH kinase', 'IDH kinase/phosphatase', 'IDH-K/P', 'IDHK/P', 'isocitrate dehydrogenase kinase (phosphorylating)', 'isocitrate dehydrogenase kinase/phosphatase', '[isocitrate dehydrogenase (NADP+)] kinase']"
4247,2.7.11.6,"['2.7.11.6', 'ATP:[tyrosine-3-monoxygenase] phosphotransferase', 'kinase, tyrosine 3-monooxygenase (phosphorylating)', '[tyrosine 3-monooxygenase] kinase']"
4248,2.7.11.7,"['2.7.11.7', 'A-CAT', 'ATP:[myosin heavy-chain] O-phosphotransferase', 'kinase (phosphorylating), myosin heavy chain', 'MHCK', 'MHCK A', 'MHCK B', 'MHCK-A', 'MHCK-B', 'MIHC kinase', 'MIHCK', 'More', 'myosin heavy chain kinase', 'myosin heavy chain kinase A', 'myosin heavy chain kinase B', 'myosin heavy chain kinase C', 'myosin I heavy-chain kinase', 'myosin II heavy chain kinase', 'myosin II heavy chain kinase A', 'myosin II heavy chain kinase B', 'myosin II heavy chain kinases A', 'myosin II heavy chain kinases B', 'myosin II heavy-chain kinase', 'myosin-heavy-chain kinase', 'myosin-II heavy chain kinase A']"
4249,2.7.11.8,"['2.7.11.8', 'ATP:[Fas-activated serine/threonine protein] phosphotransferase', 'Fas-activated serine/threonine kinase', 'Fas-activated serine/threonine phosphoprotein', 'FAST K', 'FASTK', 'FASTKD2']"
4250,2.7.11.9,"['2.7.11.9', 'ATP:[Goodpasture antigen-binding protein] phosphotransferase', 'CERT', 'Collagen type IV alpha 3 binding protein', 'Goodpasture antigen-binding protein (ceramide transporter)', 'Goodpasture antigen-binding protein kinase', 'Goodpasture antigen-binding protein-1', 'goodpasture-antigen-binding protein kinase', 'GPBP', 'GPBP kinase', 'GPBP-1', 'GPBPDELTA26', 'GPBPDELTA26/CERT', 'StAR-related lipid transfer protein 11', 'StARD11', 'START domain-containing protein 11']"
4251,2.7.11.B1,"['2.7.11.B1', 'ATP:[forkhead-associated-domain-containing protein ST0829] phosphotransferase', 'Ser/Thr protein kinase ST1565', 'serine/threonine protein kinase ST1565', 'STK_15650']"
4252,2.7.12.1,"['2.7.12.1', 'ATP:protein phosphotransferase (Ser/Thr- and Tyr-phosphorylating)', 'AtSARK', 'AtYak1', 'AtYak1 kinase', 'Bas2037', 'Bas2152', 'biliverdin reductase', 'BVR', 'cdc2/CDC28-like protein kinase', 'cf. EC 2.7.10.2', 'Clik1', 'Clk/Sty protein kinase', 'DPK', 'DSPK', 'dual specificity kinase', 'dual specificity protein kinase', 'dual specificity protein kinase TTK', 'dual specificity protein kinases', 'dual specificity tyrosine phosphorylated and regulated kinase 1B', 'dual specificity tyrosine phosphorylation regulated kinase 1A', 'dual specificity tyrosine phosphorylation regulated kinase 2', 'dual specificity tyrosine phosphorylation-regulated kinase', 'dual specificity tyrosine phosphorylation-regulated kinase 3', 'dual specificity tyrosine phosphorylation-regulated kinase 4', 'dual specificity tyrosine-phosphorylated and regulated kinase 1A', 'dual specificity tyrosine-phosphorylation-regulated kinase 1A Dyrk1A', 'dual specificity tyrosine-phosphorylation-regulated kinase 1B', 'dual specificity tyrosine-phosphorylation-regulated kinase 3', 'dual specificity tyrosine-phosphorylation-regulated kinase-1A', 'dual-specificity kinase', 'dual-specificity protein kinase', 'dual-specificity Tyr phosphorylation-regulated kinase', 'dual-specificity tyrosine phosphorylation-regulated kinase', 'dual-specificity tyrosine phosphorylation-regulated kinase 1A', 'dual-specificity tyrosine phosphorylation-regulated kinase 1A Dyrk1A', 'dual-specificity tyrosine phosphorylation-regulated kinase 1B', 'dual-specificity tyrosine-phosphorylation regulated kinase 1A', 'dual-specificity tyrosine-phosphorylation regulated kinase 1B', 'dual-specificity tyrosine-phosphorylation regulated kinase 2', 'dual-specificity tyrosine-phosphorylation regulated kinase 3', 'dual-specificity tyrosine-phosphorylation-regulated kinase', 'dual-specificity tyrosine-phosphorylation-regulated kinase 2', 'dual-specificity tyrosine-regulated kinase', 'dual-specificity tyrosine-regulated kinase 1A', 'DYRK', 'Dyrk kinase', 'DYRK1A', 'Dyrk1A kinase', 'DYRK1B', 'DYRK2', 'DYRK3', 'DYRK4', 'erythroid kinase', 'Esk kinase', 'GCRFno11_b05', 'GmSARK', 'leucine-rich repeat-receptor-like protein kinase', 'minibrain kinase/dual-specificity tyrosine phosphorylated and regulated kinase 1A', 'MNB protein', 'More', 'Mps1', 'non-receptor tyrosine kinase spore lysis A', 'PrkD', 'PrkG', 'protein kinase AFC1', 'protein kinase AFC2', 'protein kinase AFC3', 'protein kinase CLK1', 'protein kinase CLK2', 'protein kinase CLK3', 'protein kinase CLK4', 'protein kinase Doa', 'protein kinase gene DYRK3', 'protein kinase KNS1', 'protein kinase lkh1', 'protein kinase SPK1', 'protein kinase YAK1', 'protein tyrosine kinase 2', 'PTK2', 'Rad53 protein kinase', 'receptor serine/threonine/tyrosine kinase 1', 'REDK', 'RPK1', 'Ser/Thr/Tyr kinase', 'serine/threonine protein kinase minibrain', 'serine/threonine protein kinase MPS1', 'serine/threonine/tyrosine kinase', 'serine/threonine/tyrosine protein kinase', 'Spleen tyrosine kinase', 'STY protein', 'STY protein kinase', 'STYK', 'STYK1/NOK', 'Syk', 'TAR1', 'triacylglycerol accumulation regulator1', 'TTK', 'Yak1 protein', 'Yak1p protein kinase']"
4253,2.7.12.2,"['2.7.12.2', 'apoptosis signal-regulating kinase 1', 'ASK1', 'At3g21220', 'ATP:protein phosphotransferase (MAPKKK-activated)', 'BcOs4', 'BOS5', 'CaSTE7', 'cdc7 protein kinase', 'Cdc7p kinase', 'cell division control protein 7', 'cpkk1', 'cpkk2', 'cpkk3', 'DMKK4', 'dual specificity mitogen-activated protein kinase kinase 1', 'dual specificity mitogen-activated protein kinase kinase 2', 'dual specificity mitogen-activated protein kinase kinase 3', 'dual specificity mitogen-activated protein kinase kinase 4', 'dual specificity mitogen-activated protein kinase kinase 5', 'dual specificity mitogen-activated protein kinase kinase 6', 'dual specificity mitogen-activated protein kinase kinase 7', 'dual specificity mitogen-activated protein kinase kinase dSOR1', 'dual specificity mitogen-activated protein kinase kinase hemipterous', 'dual specificity mitogen-activated protein kinase kinase mek-2', 'dual specificity protein kinase FUZ7', 'ERK', 'ERK 1', 'ERK 2', 'ERK1', 'ERK2', 'extracellular signal-regulated kinase', 'extracellular-signal-regulated kinase', 'extracellular-signal-regulated kinase 1', 'extracellular-signal-regulated kinase 2', 'GhMKK3', 'HEP protein', 'JNKK1', 'JNKK2', 'mammalian MAP kinase kinase', 'MAP kinase kinase', 'MAP kinase kinase 4', 'MAP kinase kinase homologue', 'MAP kinase kinase MKK1/SSP32', 'MAP kinase kinase MKK2/SSP33', 'MAP kinase kinase skh1/pek1', 'MAP2K', 'MAP2K4', 'MAP3K11', 'MAPK kinase', 'MAPK kinase 1', 'MAPK kinase 2', 'MAPK kinase 3', 'MAPK kinase 6', 'MAPK kinase kinase-1', 'MAPK kinase-1', 'MAPK/Erk kinase', 'MAPK/ERK kinase 1', 'MAPK/ERK kinase 5', 'MAPKK', 'MAPKK 1', 'MAPKK 10-2', 'MAPKK 3', 'MAPKK 4', 'MAPKK 6', 'MAPKK1', 'MAPKK2', 'MAPKK3', 'MAPKKK5', 'MEK', 'MEK 1', 'MEK 2', 'MEK kinase 1', 'MEK kinase 2', 'MEK-1', 'MEK-2', 'MEK/ERK', 'MEK1', 'MEK1/2', 'MEK2', 'MEK4,', 'MEK5', 'MEKK 2', 'MEKK-1', 'MEKK1', 'MEKK3', 'mitogen activated kinase kinase', 'mitogen activated protein kinase kinase', 'mitogen activated protein kinase kinase 6', 'mitogen-activated protein kinase kinase', 'mitogen-activated protein kinase kinase 1', 'mitogen-activated protein kinase kinase 2', 'mitogen-activated protein kinase kinase 3', 'mitogen-activated protein kinase kinase 4', 'mitogen-activated protein kinase kinase 5', 'mitogen-activated protein kinase kinase 6', 'mitogen-activated protein kinase kinase 7', 'mitogen-activated protein kinase kinase 7gamma1', 'mitogen-activated protein kinase kinase homologue', 'mitogen-activated protein kinase kinase kinase 1', 'mitogen-activated protein kinase kinase kinase 11', 'mitogen-activated protein kinase kinase kinase 2', 'mitogen-activated protein kinase kinase kinase 3', 'mitogen-activated protein kinase kinase kinase 4', 'mitogen-activated protein kinase kinase kinase 5', 'mitogen-activated protein kinase kinase type 2', 'mitogen-activated protein kinase kinase-1', 'mitogen-activated protein kinase kinase-4', 'mitogen-activated protein kinase kinase/extracellular signal&ndash;regulated kinase', 'mitogen-activated protein kinase/ERK kinase kinase 3', 'mitogen-activated protein kinase/extracellular signal-regulated kinase kinase 1', 'mitogen-activated protein kinase/extracellular signal-regulated kinase kinase 2', 'mitogen-activated protein/ERK kinase kinases', 'MKK', 'MKK homologue', 'MKK1', 'MKK2', 'MKK3', 'MKK4', 'MKK4/SEK1', 'MKK5', 'MKK6', 'MKK7', 'MKK7gamma1', 'MKK9', 'More', 'OsMKK1', 'OsMKK10-2', 'OsMKK3', 'OsMKK4', 'OsMKK6', 'p120cdc7 protein kinase', 'p21cdc42/rac1 binding protein', 'Pfnek3', 'PK4', 'polymyxin B resistance protein kinase', 'protein kinase byr1', 'protein kinase wis1', 'PTK2', 'SAPK/ERK kinase-1', 'SAPKK3', 'SEK1', 'serine/threonine protein kinase STE7', 'serine/threonine protein kinase STE7 homolog', 'serine/threonine-protein kinase PAK 2', 'serine/threonine-protein kinase PAK 7', 'Sip2', 'SMG1', 'stress kinase mitogen-activated protein kinase kinase 7', 'stress-activate protein kinase/extracellular signal-regulated protein kinase kinase-1', 'Tb927.10.5270', 'Tb927.3.4860', 'TUB4', 'VdPbs2', 'wis1 protein kinase', 'XMEK2', 'ZmMKK1']"
4254,2.7.13.1,"['2.7.13.1', 'ATP:protein-L-histidine Npi-phosphotransferase', 'histidine kinase', 'histidine protein kinase', 'HpkA', 'kinase, protein (phosphorylating histidine)', 'protein histidine kinase', 'protein kinase (histidine)', 'protein-histidine pros-kinase']"
4255,2.7.13.2,"['2.7.13.2', 'ATP:protein-L-histidine Ntau-phosphotransferase', 'histidine kinase', 'histidine protein kinase', 'kinase, protein (phosphorylating histidine)', 'protein histidine kinase', 'protein kinase (histidine)', 'protein-histidine tele-kinase']"
4256,2.7.13.3,"['2.7.13.3', '33277 FimS', 'AaHSK1', 'adaptive-response sensory-kinase A', 'aerobic respiration control sensor protein arcB', 'aerobic respiration control sensor protein arcB homolog', 'aerobic respiration control sensor/response regulatory protein', 'AfGcHK', 'AgrC', 'AHK', 'AHK5', 'alginate biosynthesis sensor protein KINB', 'AlHK1p', 'alkaline phosphatase synthesis sensor protein phoR', 'alrO117', 'Arabidopsis histidine kinase', 'Arabidopsis histidine kinase 5', 'ArsS', 'At2g47430', 'AtBphP1', 'AtBphP2', 'AtoS', 'AtoS-AtoC two-component signal transduction system', 'ATP:protein-L-histidine N-phosphotransferase', 'autolysin sensor kinase', 'BA-LOV-histidine kinase', 'BA-LOV-HK', 'BA2291', 'BAB2_0652', 'bacteriophytochrome', 'bacteriophytochrome (phytochrome-like protein)', 'BarA protein', 'BarA sensor kinase (sensory histidine kinase)', 'BctE', 'BinK', 'blue-light-activated histidine kinase', 'BOS1', 'BSU19190', 'BSU40400', 'C4-dicarboxylate transport sensor protein dctB', 'C4-dicarboxylate transport sensor protein dctS', 'CckA', 'CC_0285', 'CheA', 'chemotaxis histidine kinase', 'chemotaxis protein', 'chemotaxis protein cheA', 'chemotaxis protein CheA (sensory transducer kinase)', 'chemotaxis-specific histidine autokinase CheA', 'CheN', 'ChiS', 'Chk1p', 'CinS', 'CitA', 'CitAP', 'CKI1', 'CKI1 histidine kinase', 'CKI1RD', 'class I HK', 'class III HK', 'copper resistance, histidine kinase', 'CovS', 'CpxA', 'CusS', 'cyanobacterial phytochrome A', 'cyanobacterial phytochrome B', 'cytokinin independent I histidine kinase', 'cytokinin independent1', 'cytokinin-independent1', 'DCC-1 protein', 'DctB', 'DcuS', 'DesK', 'development and carotenogenesis control-1 protein', 'DivJ', 'DosT', 'Drak', 'DraK histidine kinase', 'drug sensory protein A', 'ENVZ', 'EspA', 'ethanolamine two-component sensor kinase', 'ethylene receptor', 'ethylene receptor (CS-ETR1)', 'ethylene receptor (MEETR1) (Cm-ETR1)', 'ethylene receptor (PE-ETR1)', 'ethylene receptor 1 (LeETR1)', 'ethylene receptor 2 (LeETR2)', 'ethylene receptor 2 (PhETR2)', 'ethylene receptor12 (PhETR2)', 'ethylene resistant 1', 'ETR1', 'ETR1 ethylene receptor', 'EvgS', 'FimS', 'FimS histidine kinase', 'FixL', 'FlgS', 'FrzE', 'GacS', 'gliding motility regulatory protein', 'globin-coupled histidine kinase', 'Group III histidine kinase', 'Group III HK', 'group III two-component histidine kinase', 'HCH03701', 'heme-nitric oxide oxygen binding proteins-associated histidine kinase', 'HHK1', 'high-affinity potassium transport system', 'Hik1', 'Hik1-44', 'Hik14', 'Hik16', 'Hik2', 'Hik33', 'Hik34', 'Hik41', 'His kinase', 'HISTIDIN kinase (histidine protein kinase PlnB, sensor protein)', 'histidine autokinase', 'histidine autokinase CheA', 'histidine kinase', 'histidine kinase 34', 'histidine kinase BA1351', 'histidine kinase BA1356', 'histidine kinase BA1478', 'histidine kinase BA2291', 'histidine kinase BA2636', 'histidine kinase BA2644', 'histidine kinase BA3702', 'histidine kinase BA4223', 'histidine kinase BA5029', 'histidine kinase CikA', 'histidine kinase CKI1', 'histidine kinase DivJ', 'histidine kinase EnvZ', 'histidine kinase Hik10', 'histidine kinase Hik16', 'histidine kinase Hik33', 'histidine kinase Hik34', 'histidine kinase Hik41', 'histidine kinase PilS', 'histidine kinase PleC', 'histidine kinase Ppr', 'histidine kinase SasA', 'histidine kinase2', 'histidine kinase3', 'histidine protein kinase', 'histidine protein kinase KinB', 'histidine protein kinase, sensor protein', 'histidine sensor kinase', 'HK cytokinin-independent1', 'HK1', 'HK17', 'HK2', 'HK29S', 'hK3', 'hK5', 'HP0165', 'HP0244', 'HP1364', 'HpkA HK', 'hybrid histidine kinase', 'HydH', 'iron-sensing histidine kinase', 'KdpD', 'KINA', 'KinB', 'KinC', 'KinD', 'LadS', 'LeETR1', 'light sensor histidine kinase', 'light-activated histidine kinase', 'limited host range virA protein(LHR virA)', 'LOV', 'LOV-HK', 'LOVHK', 'LovK', 'LPG2458', 'LuxQ', 'methanol utilization control sensor protein moxY', 'More', 'MtrA', 'MtrB', 'multidomain membrane sensor kinase', 'NarX', 'NCU00939', 'Ni2+-sensing histidine kinase NrsS', 'NIK1', 'NikA', 'nisin biosynthesis sensor protein nisK', 'nitrate-nitrite sensor protein', 'nitrate-responsive histidine kinase', 'nitrate/nitrite sensor protein', 'nitrate/nitrite sensor protein narQ', 'nitrate/nitrite sensor protein narX', 'nitrogen regulation protein NR(II)', 'nitrogen regulation protein ntrB', 'nitrogen regulation protein ntrY', 'nitrogen regulation protein ntrY homolog', 'nodulation protein V', 'NodV protein', 'NreB', 'NTHK2', 'ornithine decarboxylase antizyme', 'osmolarity sensor protein (protein histidine)', 'osmolarity sensor protein envZ', 'osmolarity two-component system protein SLN1', 'osmosensor group III histidine kinase', 'PA0928', 'PA3974', 'PaBphP-PCD', 'PdhS', 'PGN_0904', 'PhoQ', 'PhoR1', 'phosphate regulon sensor protein phoR', 'phosphate-sensing histidine kinase SphS', 'phosphoglycerate transport system sensor protein pgtB', 'photoactive yellow protein phytochrome-related protein', 'PhyA', 'phytochrome A', 'phytochrome-like protein cph1 (light-regulated histidine)', 'PleC', 'PleC-DivJ homolog sensor', 'PleCHKD', 'positive and negative sensor protein for pho regulon', 'Ppr', 'PRRB', 'PYP phytochrome-related protein', 'RaxH', 'receptor histidine kinase', 'RgfC', 'RodK', 'SaeS', 'SAOUHSC_00021', 'SasA', 'SCO3062', 'secretion system regulator:sensor component', 'SenS', 'sensor histidine kinase', 'sensor histidine kinase A', 'sensor histidine kinase D', 'sensor histidine kinase mtrB', 'sensor histidine kinase regB (PrrB protein)', 'sensor kinase', 'sensor kinase citA', 'sensor kinase cusS', 'sensor kinase dpiB', 'sensor kinase dpiB (sensor kinase citA)', 'sensor protein', 'sensor protein afsQ2', 'sensor protein atoS', 'sensor protein baeS', 'sensor protein barA', 'sensor protein basS/pmrB', 'sensor protein chvG', 'sensor protein chvG (histidine kinase sensory protein)', 'sensor protein ciaH', 'sensor protein citS', 'sensor protein copS', 'sensor protein cpxA', 'sensor protein creC', 'sensor protein cssS', 'sensor protein cutS', 'sensor protein czcS', 'sensor protein dcuA', 'sensor protein dcuS', 'sensor protein degS', 'sensor protein divL', 'sensor protein evgS precursor', 'sensor protein fixL', 'sensor protein for basR', 'sensor protein gacS', 'sensor protein irlS', 'sensor protein kdpD', 'sensor protein kinase (sensor protein PhoQ)', 'sensor protein luxN', 'sensor protein luxQ', 'sensor protein narQ homolog', 'sensor protein pfeS', 'sensor protein phoQ', 'sensor protein qseC', 'sensor protein rcsC', 'sensor protein rcsC (capsular synthesis regulator)', 'sensor protein resE', 'sensor protein roxS', 'sensor protein rprX', 'sensor protein rstB', 'sensor protein sphS', 'sensor protein torS', 'sensor protein uhpB', 'sensor protein vanS (vancomycin resistance protein vanS)', 'sensor protein vanSB (vancomycin B-type resistance)', 'sensor protein yycG', 'sensor protein zraS', 'sensor with histidine kinase', 'sensor-like histidine kinase senX3', 'sensory histidine kinase', 'sensory histidine kinase in two-component regulatory system with ArcA', 'sensory histidine kinase in two-component regulatory system with DcuR, senses fumarate/C4-dicarboxylate', 'sensory histidine kinase in two-component regulatory system with NarP', 'sensory HK', 'sensory kinase (alternative) in two-component regulatory system with CreB (or alternatively PhoB), senses catabolite repression', 'sensory kinase in multi-component regulatory system with TorR', 'sensory kinase in two-component regulatory system with CpxR, senses misfolded proteins in bacterial envelope', 'sensory kinase in two-component regulatory system with PhoB, regulates pho regulon', 'sensory kinase in two-component regulatory system wtih KdpE, regulates kdp operon', 'sensory transduction histidine kinase', 'sensory transduction protein kinase', 'sensory/regulatory protein rpfC', 'SHK', 'Shk1', 'signal transduction histidine kinase', 'slr1147', 'Slr1759', 'SO2145', 'SphS', 'sporulation histidine kinase', 'sporulation kinase', 'sporulation kinase A (stage II sporulation protein J)', 'sporulation kinase B', 'sporulation kinase C', 'sporulation kinase C (sensor kinase)', 'sporulation kinase D', 'SS1G_12694', 'StHK', 'subtilin biosynthesis sensor protein spaK', 'tetrathionate reductase complex: sensory transduction histidine kinase', 'thermosensor histidine kinase', 'ThkA', 'TMAO reductase S', 'TorS', 'transmembrane sensor histidine kinase transcription regulator protein', 'tricarboxylic transport: regulatory protein', 'trimethylamine-N-oxide reductase S', 'TWO component response regulator transcription regulator protein', 'two component sensor kinase/response regulator protein RcsC', 'two component system histidine kinase', 'two-component histidine kinase', 'two-component regulatory protein', 'two-component regulatory protein sensor kinase KdpD', 'two-component sensor kinase', 'two-component sensor kinase czcS', 'two-component sensor kinase yesM', 'two-component system histidine kinase', 'two-component system sensor protein', 'UhpB', 'VC0622', 'VC_0622', 'VFA0072', 'VF_A0360', 'VicK', 'VicK-like protein', 'VirA', 'virulence sensor protein bvgS precursor', 'virulence sensor protein phoQ', 'VncS, histidine kinase', 'W83 FimS', 'WalK', 'wide host range virA protein (WHR virA)', 'YbdK', 'YycG', 'YycG kinase']"
